>>>>>>>>>>> CUDA available : True
Namespace(batch_size=32, context_max_length=256, dataset='/home/hyuns6100/[4]newCRS/data/redial/', device=device(type='cuda'), entity_max_length=50, global_norm_clip=5, kg_dataset='[4]newCRS/data/dbpedia/', kg_emb_dim=128, learning_rate=0.0001, max_grad_norm=None, num_bases=8, num_epochs=10, num_warmup_steps=None, num_workers=0, output_dataset_dir='/home/hyuns6100/[4]newCRS/data/redial/', output_dir='/home/hyuns6100/[4]newCRS/save/', save_name='ent_sent_rec_v3', seed=42, senti_tokenizer='roberta-base', text_encoder='roberta-base', text_tokenizer='roberta-base', weight_decay=0.01)
2023-12-11 11:44:07.648 | INFO     | __main__:<module>:280 - ***** Load Dataset *****
 17%|█▋        | 578/3444 [01:07<05:17,  9.03it/s]
 17%|█▋        | 579/3444 [01:07<05:19,  8.98it/s]
 17%|█▋        | 580/3444 [01:07<05:20,  8.94it/s]
 17%|█▋        | 581/3444 [01:07<05:20,  8.93it/s]
 17%|█▋        | 582/3444 [01:07<05:20,  8.92it/s]
 17%|█▋        | 583/3444 [01:07<05:21,  8.91it/s]
 17%|█▋        | 584/3444 [01:07<05:21,  8.90it/s]
 17%|█▋        | 585/3444 [01:07<05:10,  9.19it/s]
 17%|█▋        | 586/3444 [01:07<05:14,  9.08it/s]
 17%|█▋        | 587/3444 [01:08<05:16,  9.02it/s]
 17%|█▋        | 588/3444 [01:08<05:17,  8.98it/s]
 17%|█▋        | 589/3444 [01:08<05:19,  8.95it/s]
 17%|█▋        | 590/3444 [01:08<05:19,  8.93it/s]
 17%|█▋        | 591/3444 [01:08<05:20,  8.91it/s]
 17%|█▋        | 592/3444 [01:08<05:20,  8.90it/s]
 17%|█▋        | 593/3444 [01:08<05:20,  8.89it/s]
 17%|█▋        | 594/3444 [01:08<05:20,  8.89it/s]
 17%|█▋        | 595/3444 [01:08<05:20,  8.89it/s]
 17%|█▋        | 596/3444 [01:09<05:20,  8.90it/s]
 17%|█▋        | 597/3444 [01:09<05:20,  8.89it/s]
 17%|█▋        | 598/3444 [01:09<05:19,  8.90it/s]
 17%|█▋        | 599/3444 [01:09<05:19,  8.89it/s]
 17%|█▋        | 600/3444 [01:09<05:20,  8.88it/s]
 17%|█▋        | 601/3444 [01:09<05:20,  8.88it/s]
 17%|█▋        | 602/3444 [01:09<05:20,  8.88it/s]
 18%|█▊        | 603/3444 [01:09<05:19,  8.88it/s]
 18%|█▊        | 604/3444 [01:09<05:21,  8.82it/s]
 18%|█▊        | 605/3444 [01:10<05:21,  8.84it/s]
 18%|█▊        | 606/3444 [01:10<05:20,  8.86it/s]
 18%|█▊        | 607/3444 [01:10<05:19,  8.87it/s]
 18%|█▊        | 608/3444 [01:10<05:19,  8.87it/s]
 18%|█▊        | 609/3444 [01:10<05:19,  8.87it/s]
 18%|█▊        | 610/3444 [01:10<05:14,  9.02it/s]
 18%|█▊        | 611/3444 [01:10<05:16,  8.96it/s]
 18%|█▊        | 612/3444 [01:10<05:17,  8.93it/s]
 18%|█▊        | 613/3444 [01:10<05:17,  8.91it/s]
 18%|█▊        | 614/3444 [01:11<05:18,  8.90it/s]
 18%|█▊        | 615/3444 [01:11<05:18,  8.89it/s]
 18%|█▊        | 616/3444 [01:11<05:18,  8.88it/s]
 18%|█▊        | 617/3444 [01:11<05:18,  8.87it/s]
 18%|█▊        | 618/3444 [01:11<05:18,  8.87it/s]
 18%|█▊        | 619/3444 [01:11<05:18,  8.86it/s]
 18%|█▊        | 620/3444 [01:11<05:18,  8.86it/s]
 18%|█▊        | 621/3444 [01:11<05:18,  8.87it/s]
 18%|█▊        | 622/3444 [01:11<05:08,  9.15it/s]
 18%|█▊        | 624/3444 [01:12<05:02,  9.33it/s]
 18%|█▊        | 625/3444 [01:12<05:05,  9.22it/s]
 18%|█▊        | 626/3444 [01:12<05:08,  9.13it/s]
 18%|█▊        | 627/3444 [01:12<05:10,  9.07it/s]
 18%|█▊        | 628/3444 [01:12<05:14,  8.94it/s]
 18%|█▊        | 629/3444 [01:12<05:15,  8.92it/s]
 18%|█▊        | 630/3444 [01:12<05:15,  8.91it/s]
 18%|█▊        | 631/3444 [01:12<05:16,  8.90it/s]
 18%|█▊        | 632/3444 [01:13<05:16,  8.87it/s]
 18%|█▊        | 633/3444 [01:13<05:17,  8.86it/s]
 18%|█▊        | 634/3444 [01:13<05:07,  9.15it/s]
 18%|█▊        | 635/3444 [01:13<05:10,  9.04it/s]
 18%|█▊        | 636/3444 [01:13<05:12,  8.99it/s]
 18%|█▊        | 637/3444 [01:13<05:13,  8.95it/s]
 19%|█▊        | 638/3444 [01:13<05:08,  9.10it/s]
 19%|█▊        | 639/3444 [01:13<05:11,  9.02it/s]
 19%|█▊        | 640/3444 [01:13<05:09,  9.06it/s]
 19%|█▊        | 641/3444 [01:14<05:12,  8.96it/s]
 19%|█▊        | 642/3444 [01:14<05:14,  8.90it/s]
 19%|█▊        | 643/3444 [01:14<05:16,  8.86it/s]
 19%|█▊        | 644/3444 [01:14<05:16,  8.84it/s]
 19%|█▊        | 645/3444 [01:14<05:17,  8.82it/s]
 19%|█▉        | 646/3444 [01:14<05:17,  8.81it/s]
 19%|█▉        | 647/3444 [01:14<05:17,  8.81it/s]
 19%|█▉        | 648/3444 [01:14<05:17,  8.82it/s]
 19%|█▉        | 649/3444 [01:15<05:16,  8.84it/s]
 19%|█▉        | 650/3444 [01:15<05:16,  8.84it/s]
 19%|█▉        | 651/3444 [01:15<05:12,  8.94it/s]
 19%|█▉        | 652/3444 [01:15<05:14,  8.89it/s]
 19%|█▉        | 653/3444 [01:15<05:13,  8.89it/s]
 19%|█▉        | 654/3444 [01:15<05:15,  8.85it/s]
 19%|█▉        | 655/3444 [01:15<05:15,  8.84it/s]
 19%|█▉        | 657/3444 [01:15<05:03,  9.18it/s]
 19%|█▉        | 658/3444 [01:16<05:06,  9.09it/s]
 19%|█▉        | 659/3444 [01:16<05:08,  9.03it/s]
 19%|█▉        | 660/3444 [01:16<05:10,  8.97it/s]
 19%|█▉        | 661/3444 [01:16<05:11,  8.95it/s]
 19%|█▉        | 662/3444 [01:16<05:11,  8.92it/s]
 19%|█▉        | 663/3444 [01:16<05:12,  8.90it/s]
 19%|█▉        | 664/3444 [01:16<05:06,  9.07it/s]
 19%|█▉        | 665/3444 [01:16<05:08,  9.00it/s]
 19%|█▉        | 666/3444 [01:16<05:10,  8.95it/s]
 19%|█▉        | 667/3444 [01:17<05:11,  8.92it/s]
 19%|█▉        | 668/3444 [01:17<05:11,  8.90it/s]
 19%|█▉        | 669/3444 [01:17<05:12,  8.88it/s]
 19%|█▉        | 670/3444 [01:17<05:12,  8.88it/s]
 19%|█▉        | 671/3444 [01:17<05:12,  8.88it/s]
 20%|█▉        | 672/3444 [01:17<05:04,  9.10it/s]
 20%|█▉        | 673/3444 [01:17<05:08,  8.99it/s]
 20%|█▉        | 674/3444 [01:17<05:09,  8.96it/s]
 20%|█▉        | 675/3444 [01:17<05:09,  8.94it/s]
 20%|█▉        | 676/3444 [01:18<05:10,  8.91it/s]
 20%|█▉        | 677/3444 [01:18<05:11,  8.88it/s]
 20%|█▉        | 679/3444 [01:18<05:00,  9.20it/s]
 20%|█▉        | 680/3444 [01:18<05:03,  9.12it/s]
 20%|█▉        | 681/3444 [01:18<05:05,  9.05it/s]
 20%|█▉        | 682/3444 [01:18<05:07,  8.99it/s]
 20%|█▉        | 683/3444 [01:18<05:10,  8.90it/s]
 20%|█▉        | 684/3444 [01:18<05:11,  8.87it/s]
 20%|█▉        | 685/3444 [01:19<05:11,  8.86it/s]
 20%|█▉        | 686/3444 [01:19<05:11,  8.87it/s]
 20%|█▉        | 687/3444 [01:19<05:08,  8.95it/s]
 20%|█▉        | 688/3444 [01:19<05:09,  8.89it/s]
 20%|██        | 689/3444 [01:19<05:10,  8.88it/s]
 20%|██        | 690/3444 [01:19<05:10,  8.87it/s]
 20%|██        | 691/3444 [01:19<05:04,  9.04it/s]
 20%|██        | 692/3444 [01:19<04:56,  9.29it/s]
 20%|██        | 693/3444 [01:19<05:01,  9.13it/s]
 20%|██        | 694/3444 [01:20<05:04,  9.05it/s]
 20%|██        | 695/3444 [01:20<05:05,  8.98it/s]
 20%|██        | 697/3444 [01:20<04:56,  9.25it/s]
 20%|██        | 698/3444 [01:20<04:59,  9.16it/s]
 20%|██        | 699/3444 [01:20<05:01,  9.09it/s]
 20%|██        | 700/3444 [01:20<05:03,  9.03it/s]
 20%|██        | 701/3444 [01:20<05:06,  8.96it/s]
 20%|██        | 702/3444 [01:20<05:07,  8.93it/s]
 20%|██        | 704/3444 [01:21<04:51,  9.39it/s]
 20%|██        | 706/3444 [01:21<04:48,  9.50it/s]
 21%|██        | 707/3444 [01:21<04:52,  9.35it/s]
 21%|██        | 708/3444 [01:21<04:56,  9.23it/s]
 21%|██        | 709/3444 [01:21<04:59,  9.12it/s]
 21%|██        | 710/3444 [01:21<05:01,  9.05it/s]
 21%|██        | 711/3444 [01:21<05:03,  9.00it/s]
 21%|██        | 712/3444 [01:21<05:05,  8.95it/s]
 21%|██        | 713/3444 [01:22<05:07,  8.89it/s]
 21%|██        | 714/3444 [01:22<05:07,  8.87it/s]
 21%|██        | 715/3444 [01:22<05:08,  8.86it/s]
 21%|██        | 716/3444 [01:22<05:08,  8.85it/s]
 21%|██        | 717/3444 [01:22<05:08,  8.85it/s]
 21%|██        | 718/3444 [01:22<05:08,  8.84it/s]
 21%|██        | 719/3444 [01:22<05:07,  8.85it/s]
 21%|██        | 720/3444 [01:22<05:07,  8.85it/s]
 21%|██        | 721/3444 [01:23<05:10,  8.77it/s]
 21%|██        | 722/3444 [01:23<05:09,  8.78it/s]
 21%|██        | 723/3444 [01:23<05:10,  8.77it/s]
 21%|██        | 724/3444 [01:23<05:10,  8.75it/s]
 21%|██        | 725/3444 [01:23<05:10,  8.75it/s]
 21%|██        | 726/3444 [01:23<05:02,  8.99it/s]
 21%|██        | 728/3444 [01:23<04:53,  9.26it/s]
 21%|██        | 729/3444 [01:23<04:52,  9.28it/s]
 21%|██        | 730/3444 [01:24<04:53,  9.24it/s]
 21%|██        | 731/3444 [01:24<04:57,  9.11it/s]
 21%|██▏       | 732/3444 [01:24<05:00,  9.03it/s]
 21%|██▏       | 734/3444 [01:24<04:51,  9.31it/s]
 21%|██▏       | 735/3444 [01:24<04:54,  9.19it/s]
 21%|██▏       | 736/3444 [01:24<04:58,  9.09it/s]
 21%|██▏       | 737/3444 [01:24<05:00,  9.02it/s]
 21%|██▏       | 738/3444 [01:24<05:01,  8.96it/s]
 21%|██▏       | 739/3444 [01:25<05:03,  8.92it/s]
 22%|██▏       | 741/3444 [01:25<04:54,  9.19it/s]
 22%|██▏       | 742/3444 [01:25<04:56,  9.10it/s]
 22%|██▏       | 743/3444 [01:25<04:59,  9.00it/s]
 22%|██▏       | 744/3444 [01:25<05:01,  8.95it/s]
 22%|██▏       | 745/3444 [01:25<04:59,  9.03it/s]
 22%|██▏       | 746/3444 [01:25<05:01,  8.95it/s]
 22%|██▏       | 747/3444 [01:25<05:02,  8.91it/s]
 22%|██▏       | 748/3444 [01:26<05:04,  8.86it/s]
 22%|██▏       | 750/3444 [01:26<04:51,  9.25it/s]
 22%|██▏       | 751/3444 [01:26<04:54,  9.15it/s]
 22%|██▏       | 752/3444 [01:26<04:56,  9.06it/s]
 22%|██▏       | 753/3444 [01:26<04:58,  9.01it/s]
 22%|██▏       | 754/3444 [01:26<05:00,  8.97it/s]
 22%|██▏       | 755/3444 [01:26<05:01,  8.93it/s]
 22%|██▏       | 756/3444 [01:26<05:01,  8.90it/s]
 22%|██▏       | 757/3444 [01:26<05:02,  8.89it/s]
 22%|██▏       | 758/3444 [01:27<05:03,  8.86it/s]
 22%|██▏       | 759/3444 [01:27<05:03,  8.84it/s]
 22%|██▏       | 760/3444 [01:27<05:03,  8.83it/s]
 22%|██▏       | 761/3444 [01:27<05:03,  8.84it/s]
 22%|██▏       | 762/3444 [01:27<05:03,  8.85it/s]
 22%|██▏       | 763/3444 [01:27<05:02,  8.85it/s]
 22%|██▏       | 764/3444 [01:27<05:02,  8.85it/s]
 22%|██▏       | 765/3444 [01:27<05:03,  8.84it/s]
 22%|██▏       | 766/3444 [01:28<05:03,  8.83it/s]
 22%|██▏       | 767/3444 [01:28<05:03,  8.83it/s]
 22%|██▏       | 769/3444 [01:28<04:50,  9.22it/s]
 22%|██▏       | 770/3444 [01:28<04:53,  9.12it/s]
 22%|██▏       | 771/3444 [01:28<04:55,  9.05it/s]
 22%|██▏       | 772/3444 [01:28<04:57,  8.97it/s]
 22%|██▏       | 774/3444 [01:28<04:50,  9.20it/s]
 23%|██▎       | 775/3444 [01:29<04:53,  9.10it/s]
 23%|██▎       | 776/3444 [01:29<04:55,  9.03it/s]
 23%|██▎       | 777/3444 [01:29<04:57,  8.97it/s]
 23%|██▎       | 778/3444 [01:29<04:50,  9.17it/s]
 23%|██▎       | 780/3444 [01:29<04:43,  9.39it/s]
 23%|██▎       | 781/3444 [01:29<04:47,  9.25it/s]
 23%|██▎       | 782/3444 [01:29<04:42,  9.41it/s]
 23%|██▎       | 783/3444 [01:29<04:48,  9.24it/s]
 23%|██▎       | 785/3444 [01:30<04:42,  9.40it/s]
 23%|██▎       | 786/3444 [01:30<04:46,  9.26it/s]
 23%|██▎       | 787/3444 [01:30<04:50,  9.14it/s]
 23%|██▎       | 788/3444 [01:30<04:50,  9.13it/s]
 23%|██▎       | 789/3444 [01:30<04:53,  9.03it/s]
 23%|██▎       | 790/3444 [01:30<04:49,  9.16it/s]
 23%|██▎       | 791/3444 [01:30<04:52,  9.06it/s]
 23%|██▎       | 792/3444 [01:30<04:54,  9.00it/s]
 23%|██▎       | 793/3444 [01:30<04:56,  8.94it/s]
 23%|██▎       | 794/3444 [01:31<04:57,  8.90it/s]
 23%|██▎       | 795/3444 [01:31<04:58,  8.88it/s]
 23%|██▎       | 796/3444 [01:31<04:58,  8.87it/s]
 23%|██▎       | 797/3444 [01:31<04:59,  8.85it/s]
 23%|██▎       | 798/3444 [01:31<04:59,  8.85it/s]
 23%|██▎       | 799/3444 [01:31<04:59,  8.84it/s]
 23%|██▎       | 801/3444 [01:31<04:49,  9.14it/s]
 23%|██▎       | 802/3444 [01:31<04:52,  9.03it/s]
 23%|██▎       | 803/3444 [01:32<04:54,  8.97it/s]
 23%|██▎       | 804/3444 [01:32<04:55,  8.94it/s]
 23%|██▎       | 805/3444 [01:32<04:56,  8.91it/s]
 23%|██▎       | 806/3444 [01:32<04:56,  8.89it/s]
 23%|██▎       | 808/3444 [01:32<04:47,  9.18it/s]
 23%|██▎       | 809/3444 [01:32<04:49,  9.09it/s]
 24%|██▎       | 810/3444 [01:32<04:45,  9.22it/s]
 24%|██▎       | 811/3444 [01:32<04:49,  9.10it/s]
 24%|██▎       | 812/3444 [01:33<04:51,  9.02it/s]
 24%|██▎       | 813/3444 [01:33<04:53,  8.97it/s]
 24%|██▎       | 814/3444 [01:33<04:54,  8.93it/s]
 24%|██▎       | 815/3444 [01:33<04:55,  8.90it/s]
 24%|██▎       | 816/3444 [01:33<04:55,  8.89it/s]
 24%|██▎       | 817/3444 [01:33<04:56,  8.87it/s]
 24%|██▍       | 818/3444 [01:33<04:55,  8.87it/s]
 24%|██▍       | 819/3444 [01:33<04:56,  8.86it/s]
 24%|██▍       | 820/3444 [01:33<04:51,  9.00it/s]
 24%|██▍       | 821/3444 [01:34<04:45,  9.17it/s]
 24%|██▍       | 822/3444 [01:34<04:49,  9.05it/s]
 24%|██▍       | 823/3444 [01:34<04:48,  9.10it/s]
 24%|██▍       | 824/3444 [01:34<04:51,  8.98it/s]
 24%|██▍       | 825/3444 [01:34<04:53,  8.93it/s]
 24%|██▍       | 826/3444 [01:34<04:54,  8.89it/s]
 24%|██▍       | 828/3444 [01:34<04:36,  9.45it/s]
 24%|██▍       | 829/3444 [01:34<04:42,  9.26it/s]
 24%|██▍       | 830/3444 [01:35<04:46,  9.11it/s]
 24%|██▍       | 831/3444 [01:35<04:50,  8.99it/s]
 24%|██▍       | 832/3444 [01:35<04:52,  8.92it/s]
 24%|██▍       | 833/3444 [01:35<04:54,  8.87it/s]
 24%|██▍       | 834/3444 [01:35<04:55,  8.83it/s]
 24%|██▍       | 835/3444 [01:35<04:55,  8.83it/s]
 24%|██▍       | 836/3444 [01:35<04:55,  8.83it/s]
 24%|██▍       | 837/3444 [01:35<04:55,  8.83it/s]
 24%|██▍       | 838/3444 [01:35<04:55,  8.82it/s]
 24%|██▍       | 839/3444 [01:36<04:55,  8.81it/s]
 24%|██▍       | 840/3444 [01:36<04:55,  8.80it/s]
 24%|██▍       | 841/3444 [01:36<04:56,  8.79it/s]
 24%|██▍       | 842/3444 [01:36<04:55,  8.79it/s]
 24%|██▍       | 843/3444 [01:36<04:55,  8.80it/s]
 25%|██▍       | 844/3444 [01:36<04:52,  8.90it/s]
 25%|██▍       | 845/3444 [01:36<04:53,  8.85it/s]
 25%|██▍       | 846/3444 [01:36<04:53,  8.84it/s]
 25%|██▍       | 847/3444 [01:37<04:54,  8.83it/s]
 25%|██▍       | 848/3444 [01:37<04:49,  8.98it/s]
 25%|██▍       | 849/3444 [01:37<04:51,  8.91it/s]
 25%|██▍       | 850/3444 [01:37<04:52,  8.87it/s]
 25%|██▍       | 851/3444 [01:37<04:52,  8.86it/s]
 25%|██▍       | 852/3444 [01:37<04:53,  8.85it/s]
 25%|██▍       | 853/3444 [01:37<04:53,  8.83it/s]
 25%|██▍       | 855/3444 [01:37<04:43,  9.13it/s]
 25%|██▍       | 856/3444 [01:38<04:45,  9.05it/s]
 25%|██▍       | 857/3444 [01:38<04:39,  9.25it/s]
 25%|██▍       | 858/3444 [01:38<04:44,  9.11it/s]
 25%|██▍       | 859/3444 [01:38<04:46,  9.03it/s]
 25%|██▍       | 860/3444 [01:38<04:47,  8.98it/s]
 25%|██▌       | 861/3444 [01:38<04:49,  8.92it/s]
 25%|██▌       | 862/3444 [01:38<04:50,  8.90it/s]
 25%|██▌       | 863/3444 [01:38<04:51,  8.86it/s]
 25%|██▌       | 864/3444 [01:38<04:51,  8.84it/s]
 25%|██▌       | 865/3444 [01:39<04:51,  8.83it/s]
 25%|██▌       | 866/3444 [01:39<04:52,  8.82it/s]
 25%|██▌       | 867/3444 [01:39<04:52,  8.81it/s]
 25%|██▌       | 868/3444 [01:39<04:52,  8.82it/s]
 25%|██▌       | 869/3444 [01:39<04:52,  8.82it/s]
 25%|██▌       | 870/3444 [01:39<04:53,  8.78it/s]
 25%|██▌       | 871/3444 [01:39<04:52,  8.80it/s]
 25%|██▌       | 873/3444 [01:39<04:35,  9.33it/s]
 25%|██▌       | 874/3444 [01:40<04:39,  9.20it/s]
 25%|██▌       | 875/3444 [01:40<04:42,  9.11it/s]
 25%|██▌       | 876/3444 [01:40<04:44,  9.04it/s]
 25%|██▌       | 877/3444 [01:40<04:42,  9.09it/s]
 25%|██▌       | 878/3444 [01:40<04:45,  8.99it/s]
 26%|██▌       | 880/3444 [01:40<04:38,  9.22it/s]
 26%|██▌       | 881/3444 [01:40<04:41,  9.12it/s]
 26%|██▌       | 882/3444 [01:40<04:43,  9.05it/s]
 26%|██▌       | 883/3444 [01:41<04:45,  8.98it/s]
 26%|██▌       | 884/3444 [01:41<04:46,  8.94it/s]
 26%|██▌       | 885/3444 [01:41<04:47,  8.91it/s]
 26%|██▌       | 886/3444 [01:41<04:42,  9.06it/s]
 26%|██▌       | 887/3444 [01:41<04:44,  8.98it/s]
 26%|██▌       | 888/3444 [01:41<04:46,  8.94it/s]
 26%|██▌       | 889/3444 [01:41<04:47,  8.90it/s]
 26%|██▌       | 890/3444 [01:41<04:48,  8.85it/s]
 26%|██▌       | 891/3444 [01:41<04:48,  8.84it/s]
 26%|██▌       | 892/3444 [01:42<04:41,  9.08it/s]
 26%|██▌       | 893/3444 [01:42<04:43,  8.99it/s]
 26%|██▌       | 894/3444 [01:42<04:45,  8.94it/s]
 26%|██▌       | 895/3444 [01:42<04:46,  8.90it/s]
 26%|██▌       | 896/3444 [01:42<04:46,  8.88it/s]
 26%|██▌       | 897/3444 [01:42<04:47,  8.86it/s]
 26%|██▌       | 898/3444 [01:42<04:48,  8.84it/s]
 26%|██▌       | 899/3444 [01:42<04:48,  8.83it/s]
 26%|██▌       | 900/3444 [01:42<04:48,  8.81it/s]
 26%|██▌       | 901/3444 [01:43<04:48,  8.81it/s]
 26%|██▌       | 902/3444 [01:43<04:48,  8.81it/s]
 26%|██▌       | 903/3444 [01:43<04:48,  8.81it/s]
 26%|██▌       | 904/3444 [01:43<04:48,  8.81it/s]
 26%|██▋       | 905/3444 [01:43<04:48,  8.80it/s]
 26%|██▋       | 906/3444 [01:43<04:48,  8.80it/s]
 26%|██▋       | 907/3444 [01:43<04:47,  8.81it/s]
 26%|██▋       | 908/3444 [01:43<04:44,  8.93it/s]
 26%|██▋       | 910/3444 [01:44<04:36,  9.16it/s]
 26%|██▋       | 911/3444 [01:44<04:32,  9.28it/s]
 26%|██▋       | 912/3444 [01:44<04:31,  9.32it/s]
 27%|██▋       | 913/3444 [01:44<04:36,  9.16it/s]
 27%|██▋       | 914/3444 [01:44<04:38,  9.07it/s]
 27%|██▋       | 915/3444 [01:44<04:41,  9.00it/s]
 27%|██▋       | 916/3444 [01:44<04:38,  9.09it/s]
 27%|██▋       | 917/3444 [01:44<04:40,  8.99it/s]
 27%|██▋       | 918/3444 [01:44<04:42,  8.93it/s]
 27%|██▋       | 919/3444 [01:45<04:45,  8.86it/s]
 27%|██▋       | 920/3444 [01:45<04:40,  8.99it/s]
 27%|██▋       | 921/3444 [01:45<04:44,  8.88it/s]
 27%|██▋       | 922/3444 [01:45<04:44,  8.87it/s]
 27%|██▋       | 923/3444 [01:45<04:39,  9.01it/s]
 27%|██▋       | 924/3444 [01:45<04:41,  8.94it/s]
 27%|██▋       | 925/3444 [01:45<04:42,  8.91it/s]
 27%|██▋       | 926/3444 [01:45<04:43,  8.89it/s]
 27%|██▋       | 927/3444 [01:45<04:43,  8.87it/s]
 27%|██▋       | 929/3444 [01:46<04:35,  9.14it/s]
 27%|██▋       | 930/3444 [01:46<04:37,  9.05it/s]
 27%|██▋       | 931/3444 [01:46<04:39,  8.99it/s]
 27%|██▋       | 932/3444 [01:46<04:40,  8.95it/s]
 27%|██▋       | 933/3444 [01:46<04:41,  8.92it/s]
 27%|██▋       | 934/3444 [01:46<04:42,  8.89it/s]
 27%|██▋       | 935/3444 [01:46<04:42,  8.89it/s]
 27%|██▋       | 936/3444 [01:46<04:42,  8.88it/s]
 27%|██▋       | 937/3444 [01:47<04:42,  8.86it/s]
 27%|██▋       | 938/3444 [01:47<04:43,  8.85it/s]
 27%|██▋       | 939/3444 [01:47<04:38,  9.00it/s]
 27%|██▋       | 941/3444 [01:47<04:24,  9.45it/s]
 27%|██▋       | 942/3444 [01:47<04:30,  9.27it/s]
 27%|██▋       | 943/3444 [01:47<04:33,  9.14it/s]
 27%|██▋       | 944/3444 [01:47<04:35,  9.06it/s]
 27%|██▋       | 945/3444 [01:47<04:37,  8.99it/s]
 27%|██▋       | 946/3444 [01:48<04:39,  8.93it/s]
 27%|██▋       | 947/3444 [01:48<04:40,  8.90it/s]
 28%|██▊       | 948/3444 [01:48<04:41,  8.88it/s]
 28%|██▊       | 949/3444 [01:48<04:42,  8.84it/s]
 28%|██▊       | 950/3444 [01:48<04:42,  8.82it/s]
 28%|██▊       | 951/3444 [01:48<04:42,  8.82it/s]
 28%|██▊       | 952/3444 [01:48<04:37,  8.97it/s]
 28%|██▊       | 953/3444 [01:48<04:39,  8.91it/s]
 28%|██▊       | 954/3444 [01:48<04:40,  8.88it/s]
 28%|██▊       | 955/3444 [01:49<04:40,  8.87it/s]
 28%|██▊       | 956/3444 [01:49<04:40,  8.86it/s]
 28%|██▊       | 957/3444 [01:49<04:41,  8.84it/s]
 28%|██▊       | 958/3444 [01:49<04:41,  8.84it/s]
 28%|██▊       | 959/3444 [01:49<04:38,  8.91it/s]
 28%|██▊       | 960/3444 [01:49<04:40,  8.86it/s]
 28%|██▊       | 961/3444 [01:49<04:40,  8.84it/s]
 28%|██▊       | 962/3444 [01:49<04:40,  8.84it/s]
 28%|██▊       | 963/3444 [01:49<04:40,  8.83it/s]
 28%|██▊       | 964/3444 [01:50<04:40,  8.83it/s]
 28%|██▊       | 965/3444 [01:50<04:32,  9.08it/s]
 28%|██▊       | 966/3444 [01:50<04:35,  8.99it/s]
 28%|██▊       | 967/3444 [01:50<04:31,  9.12it/s]
 28%|██▊       | 968/3444 [01:50<04:35,  9.00it/s]
 28%|██▊       | 969/3444 [01:50<04:36,  8.94it/s]
 28%|██▊       | 970/3444 [01:50<04:37,  8.90it/s]
 28%|██▊       | 971/3444 [01:50<04:38,  8.88it/s]
 28%|██▊       | 972/3444 [01:50<04:38,  8.87it/s]
 28%|██▊       | 973/3444 [01:51<04:38,  8.86it/s]
 28%|██▊       | 974/3444 [01:51<04:39,  8.85it/s]
 28%|██▊       | 975/3444 [01:51<04:39,  8.85it/s]
 28%|██▊       | 976/3444 [01:51<04:38,  8.85it/s]
 28%|██▊       | 977/3444 [01:51<04:38,  8.85it/s]
 28%|██▊       | 978/3444 [01:51<04:40,  8.81it/s]
 28%|██▊       | 979/3444 [01:51<04:39,  8.81it/s]
 28%|██▊       | 980/3444 [01:51<04:39,  8.81it/s]
 28%|██▊       | 981/3444 [01:51<04:39,  8.83it/s]
 29%|██▊       | 982/3444 [01:52<04:39,  8.82it/s]
 29%|██▊       | 983/3444 [01:52<04:30,  9.10it/s]
 29%|██▊       | 984/3444 [01:52<04:33,  8.98it/s]
 29%|██▊       | 985/3444 [01:52<04:35,  8.93it/s]
 29%|██▊       | 986/3444 [01:52<04:36,  8.90it/s]
 29%|██▊       | 987/3444 [01:52<04:36,  8.89it/s]
 29%|██▊       | 988/3444 [01:52<04:36,  8.87it/s]
 29%|██▊       | 989/3444 [01:52<04:37,  8.86it/s]
 29%|██▊       | 990/3444 [01:52<04:37,  8.85it/s]
 29%|██▉       | 991/3444 [01:53<04:37,  8.84it/s]
 29%|██▉       | 992/3444 [01:53<04:37,  8.82it/s]
 29%|██▉       | 993/3444 [01:53<04:37,  8.82it/s]
 29%|██▉       | 994/3444 [01:53<04:37,  8.82it/s]
 29%|██▉       | 995/3444 [01:53<04:37,  8.82it/s]
 29%|██▉       | 996/3444 [01:53<04:37,  8.83it/s]
 29%|██▉       | 997/3444 [01:53<04:37,  8.83it/s]
 29%|██▉       | 998/3444 [01:53<04:37,  8.82it/s]
 29%|██▉       | 999/3444 [01:54<04:36,  8.83it/s]
 29%|██▉       | 1000/3444 [01:54<04:36,  8.82it/s]
 29%|██▉       | 1001/3444 [01:54<04:36,  8.83it/s]
 29%|██▉       | 1003/3444 [01:54<04:26,  9.14it/s]
 29%|██▉       | 1004/3444 [01:54<04:29,  9.06it/s]
 29%|██▉       | 1005/3444 [01:54<04:30,  9.00it/s]
 29%|██▉       | 1006/3444 [01:54<04:32,  8.96it/s]
 29%|██▉       | 1007/3444 [01:54<04:34,  8.88it/s]
 29%|██▉       | 1008/3444 [01:55<04:34,  8.86it/s]
 29%|██▉       | 1009/3444 [01:55<04:35,  8.84it/s]
 29%|██▉       | 1010/3444 [01:55<04:35,  8.84it/s]
 29%|██▉       | 1011/3444 [01:55<04:35,  8.82it/s]
 29%|██▉       | 1012/3444 [01:55<04:35,  8.83it/s]
 29%|██▉       | 1013/3444 [01:55<04:28,  9.05it/s]
 29%|██▉       | 1014/3444 [01:55<04:31,  8.96it/s]
 29%|██▉       | 1015/3444 [01:55<04:32,  8.91it/s]
 30%|██▉       | 1016/3444 [01:55<04:33,  8.88it/s]
